inspection_id,machine_id,sku_id,inspection_time,total_inspected_qty,good_qty,reject_qty,rework_qty,defect_reason_category
QC-7606,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-27 00:00:00,991,966,25,9,Surface Micro-Crack Defect
QC-7607,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-26 08:00:00,476,468,8,3,Quenching Hardness Non-Conforming
QC-7608,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-26 16:00:00,474,467,7,2,Surface Micro-Crack Defect
QC-7609,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-27 00:00:00,458,443,15,3,Bending Angle Angular Deviation
QC-7610,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-26 08:00:00,602,583,19,4,Shot Peening Surface Roughness Fail
QC-7611,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-26 16:00:00,588,570,18,7,Bending Angle Angular Deviation
QC-7612,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-27 00:00:00,584,572,12,4,Surface Micro-Crack Defect
QC-7613,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-26 08:00:00,485,471,14,3,Bending Angle Angular Deviation
QC-7614,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-26 16:00:00,514,508,6,2,Free Height Dimension Out-of-Spec
QC-7615,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-27 00:00:00,450,426,24,7,Free Height Dimension Out-of-Spec
QC-7616,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-26 08:00:00,500,492,8,3,Free Height Dimension Out-of-Spec
QC-7617,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-26 16:00:00,493,484,9,2,Free Height Dimension Out-of-Spec
QC-7618,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-27 00:00:00,498,482,16,4,Quenching Hardness Non-Conforming
QC-7619,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-26 08:00:00,438,429,9,2,Bending Angle Angular Deviation
QC-7620,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-26 16:00:00,432,424,8,2,Surface Micro-Crack Defect
QC-7621,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-27 00:00:00,385,364,21,6,Surface Micro-Crack Defect
QC-7622,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-26 08:00:00,452,428,24,5,Bending Angle Angular Deviation
QC-7623,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-26 16:00:00,467,458,9,2,Bending Angle Angular Deviation
QC-7624,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-27 00:00:00,523,511,12,3,Shot Peening Surface Roughness Fail
QC-7625,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-27 08:00:00,962,948,14,4,Bending Angle Angular Deviation
QC-7626,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-27 16:00:00,959,932,27,11,Quenching Hardness Non-Conforming
QC-7627,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-28 00:00:00,863,841,22,7,Bending Angle Angular Deviation
QC-7628,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-27 08:00:00,926,898,28,9,Surface Micro-Crack Defect
QC-7629,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-27 16:00:00,887,864,23,5,Quenching Hardness Non-Conforming
QC-7630,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-28 00:00:00,925,906,19,8,Bending Angle Angular Deviation
QC-7631,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-27 08:00:00,644,625,19,7,Bending Angle Angular Deviation
QC-7632,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-27 16:00:00,577,563,14,4,Free Height Dimension Out-of-Spec
QC-7633,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-28 00:00:00,467,442,25,5,Surface Micro-Crack Defect
QC-7634,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-27 08:00:00,644,627,17,6,Free Height Dimension Out-of-Spec
QC-7635,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-27 16:00:00,637,629,8,3,Surface Micro-Crack Defect
QC-7636,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-28 00:00:00,608,589,19,6,Shot Peening Surface Roughness Fail
QC-7637,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-27 08:00:00,587,569,18,6,Free Height Dimension Out-of-Spec
QC-7638,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-27 16:00:00,571,563,8,2,Surface Micro-Crack Defect
QC-7639,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-28 00:00:00,620,604,16,3,Shot Peening Surface Roughness Fail
QC-7640,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-27 08:00:00,490,483,7,2,Bending Angle Angular Deviation
QC-7641,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-27 16:00:00,519,505,14,3,Shot Peening Surface Roughness Fail
QC-7642,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-28 00:00:00,461,450,11,2,Free Height Dimension Out-of-Spec
QC-7643,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-27 08:00:00,653,638,15,6,Surface Micro-Crack Defect
QC-7644,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-27 16:00:00,688,651,37,11,Free Height Dimension Out-of-Spec
QC-7645,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-28 00:00:00,710,694,16,3,Quenching Hardness Non-Conforming
QC-7646,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-27 08:00:00,614,605,9,2,Surface Micro-Crack Defect
QC-7647,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-27 16:00:00,569,562,7,2,Quenching Hardness Non-Conforming
QC-7648,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-28 00:00:00,576,545,31,7,Shot Peening Surface Roughness Fail
QC-7649,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-28 08:00:00,915,889,26,9,Shot Peening Surface Roughness Fail
QC-7650,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-28 16:00:00,859,830,29,10,Shot Peening Surface Roughness Fail
QC-7651,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-29 00:00:00,924,898,26,12,Surface Micro-Crack Defect
QC-7652,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-28 08:00:00,960,931,29,14,Quenching Hardness Non-Conforming
QC-7653,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-28 16:00:00,861,814,47,9,Free Height Dimension Out-of-Spec
QC-7654,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-29 00:00:00,926,895,31,14,Shot Peening Surface Roughness Fail
QC-7655,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-28 08:00:00,440,416,24,6,Free Height Dimension Out-of-Spec
QC-7656,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-28 16:00:00,453,429,24,5,Free Height Dimension Out-of-Spec
QC-7657,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-29 00:00:00,503,489,14,6,Quenching Hardness Non-Conforming
QC-7658,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-28 08:00:00,487,472,15,5,Quenching Hardness Non-Conforming
QC-7659,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-28 16:00:00,504,497,7,2,Free Height Dimension Out-of-Spec
QC-7660,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-29 00:00:00,506,499,7,1,Bending Angle Angular Deviation
QC-7661,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-28 08:00:00,643,634,9,3,Quenching Hardness Non-Conforming
QC-7662,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-28 16:00:00,603,570,33,13,Quenching Hardness Non-Conforming
QC-7663,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-29 00:00:00,565,555,10,2,Shot Peening Surface Roughness Fail
QC-7664,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-28 08:00:00,466,454,12,4,Bending Angle Angular Deviation
QC-7665,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-28 16:00:00,481,472,9,3,Quenching Hardness Non-Conforming
QC-7666,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-29 00:00:00,487,479,8,2,Shot Peening Surface Roughness Fail
QC-7667,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-28 08:00:00,447,441,6,1,Bending Angle Angular Deviation
QC-7668,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-28 16:00:00,435,426,9,2,Surface Micro-Crack Defect
QC-7669,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-29 00:00:00,420,407,13,5,Bending Angle Angular Deviation
QC-7670,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-28 08:00:00,603,594,9,3,Bending Angle Angular Deviation
QC-7671,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-28 16:00:00,629,611,18,4,Surface Micro-Crack Defect
QC-7672,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-29 00:00:00,571,552,19,7,Free Height Dimension Out-of-Spec
QC-7673,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-29 08:00:00,831,786,45,17,Bending Angle Angular Deviation
QC-7674,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-29 16:00:00,995,981,14,5,Bending Angle Angular Deviation
QC-7675,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-30 00:00:00,957,939,18,6,Quenching Hardness Non-Conforming
QC-7676,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-29 08:00:00,1012,982,30,11,Surface Micro-Crack Defect
QC-7677,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-29 16:00:00,994,973,21,6,Free Height Dimension Out-of-Spec
QC-7678,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-30 00:00:00,905,882,23,10,Shot Peening Surface Roughness Fail
QC-7679,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-29 08:00:00,569,558,11,3,Shot Peening Surface Roughness Fail
QC-7680,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-29 16:00:00,541,512,29,12,Free Height Dimension Out-of-Spec
QC-7681,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-30 00:00:00,571,561,10,3,Free Height Dimension Out-of-Spec
QC-7682,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-29 08:00:00,537,508,29,10,Surface Micro-Crack Defect
QC-7683,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-29 16:00:00,560,547,13,3,Surface Micro-Crack Defect
QC-7684,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-30 00:00:00,611,593,18,8,Bending Angle Angular Deviation
QC-7685,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-29 08:00:00,475,464,11,4,Quenching Hardness Non-Conforming
QC-7686,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-29 16:00:00,451,427,24,8,Bending Angle Angular Deviation
QC-7687,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-30 00:00:00,507,497,10,2,Bending Angle Angular Deviation
QC-7688,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-29 08:00:00,520,492,28,7,Quenching Hardness Non-Conforming
QC-7689,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-29 16:00:00,594,581,13,3,Quenching Hardness Non-Conforming
QC-7690,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-30 00:00:00,629,621,8,2,Shot Peening Surface Roughness Fail
QC-7691,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-29 08:00:00,670,659,11,3,Shot Peening Surface Roughness Fail
QC-7692,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-29 16:00:00,632,612,20,8,Shot Peening Surface Roughness Fail
QC-7693,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-30 00:00:00,668,645,23,5,Bending Angle Angular Deviation
QC-7694,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-29 08:00:00,506,479,27,6,Surface Micro-Crack Defect
QC-7695,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-29 16:00:00,587,569,18,5,Bending Angle Angular Deviation
QC-7696,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-30 00:00:00,609,600,9,1,Free Height Dimension Out-of-Spec
QC-7697,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-30 08:00:00,996,983,13,2,Quenching Hardness Non-Conforming
QC-7698,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-30 16:00:00,964,950,14,3,Surface Micro-Crack Defect
QC-7699,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-31 00:00:00,989,977,12,4,Free Height Dimension Out-of-Spec
QC-7700,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-30 08:00:00,877,847,30,10,Quenching Hardness Non-Conforming
QC-7701,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-30 16:00:00,966,943,23,9,Shot Peening Surface Roughness Fail
QC-7702,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-31 00:00:00,863,835,28,12,Bending Angle Angular Deviation
QC-7703,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-30 08:00:00,500,489,11,2,Free Height Dimension Out-of-Spec
QC-7704,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-30 16:00:00,513,502,11,4,Free Height Dimension Out-of-Spec
QC-7705,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-31 00:00:00,479,453,26,7,Shot Peening Surface Roughness Fail
QC-7706,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-30 08:00:00,482,472,10,4,Surface Micro-Crack Defect
QC-7707,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-30 16:00:00,429,406,23,9,Surface Micro-Crack Defect
QC-7708,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-31 00:00:00,487,473,14,4,Bending Angle Angular Deviation
QC-7709,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-30 08:00:00,465,453,12,3,Bending Angle Angular Deviation
QC-7710,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-30 16:00:00,390,369,21,6,Shot Peening Surface Roughness Fail
QC-7711,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-31 00:00:00,517,511,6,2,Quenching Hardness Non-Conforming
QC-7712,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-30 08:00:00,535,518,17,5,Surface Micro-Crack Defect
QC-7713,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-30 16:00:00,480,472,8,3,Quenching Hardness Non-Conforming
QC-7714,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-31 00:00:00,477,465,12,3,Bending Angle Angular Deviation
QC-7715,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-30 08:00:00,479,464,15,6,Bending Angle Angular Deviation
QC-7716,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-30 16:00:00,475,461,14,5,Bending Angle Angular Deviation
QC-7717,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-31 00:00:00,379,359,20,4,Surface Micro-Crack Defect
QC-7718,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-30 08:00:00,472,447,25,10,Surface Micro-Crack Defect
QC-7719,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-30 16:00:00,527,518,9,3,Bending Angle Angular Deviation
QC-7720,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-31 00:00:00,448,424,24,4,Free Height Dimension Out-of-Spec
